QuestionID	Question	DocumentID	DocumentTitle	SentenceID	Sentence	AnswerPhrase1	AnswerPhrase2	AnswerPhrase3
Q220	how fire extinguisher works	D220	Fire extinguisher	D220-13	Cartridge-operated extinguishers contain the expellant gas in a separate cartridge that is punctured prior to discharge, exposing the propellant to the extinguishing agent.		Cartridge-operated extinguishers contain the expellant gas in a separate cartridge that is punctured prior to discharge, exposing the propellant to the extinguishing agent	Cartridge-operated extinguishers contain the expellant gas in a separate cartridge that is punctured prior to discharge, exposing the propellant to the extinguishing agent
Q221	what does righteousness mean	D221	Righteousness	D221-0	Righteousness (also called rectitude) is an important theological concept in Christianity , Judaism , Islam , Hinduism (dharma), and Zoroastrianism .		NO_ANS	NO_ANS
Q221	what does righteousness mean	D221	Righteousness	D221-1	It is an attribute that implies that a person's actions are justified, and can have the connotation that the person has been "judged" or "reckoned" as leading a life that is pleasing to the god/s portrayed in these belief systems.		It is an attribute that implies that a person's actions are justified, and can have the connotation that the person has been "judged" or "reckoned" as leading a life that is pleasing to the god/s portrayed in these belief systems	an attribute that implies that a person's actions are justified
Q225	what countries are in central america?	D225	Central america	D225-3	Central America consists of seven countries: Belize , Costa Rica , El Salvador , Guatemala , Honduras , Nicaragua , and Panama .		Belize , Costa Rica , El Salvador , Guatemala , Honduras , Nicaragua , and Panama	Belize , Costa Rica , El Salvador , Guatemala , Honduras , Nicaragua , and Panama
Q227	how does a steam engine work	D227	Steam engine	D227-2	A steam engine is a heat engine that performs mechanical work using steam as its working fluid .		A steam engine is a heat engine that performs mechanical work using steam as its working fluid	a heat engine that performs mechanical work using steam as its working fluid
Q227	how does a steam engine work	D227	Steam engine	D227-13	Steam engines are external combustion engines , where the working fluid is separate from the combustion products.		Steam engines are external combustion engines , where the working fluid is separate from the combustion products	external combustion
Q237	what county is tacoma washington in	D237	Tacoma, Washington	D237-0	Tacoma (, ) is a mid-sized urban port city and the county seat of Pierce County, Washington , United States.		Pierce County	Pierce County
Q238	what county is chula vista ca in	D238	Chula Vista, California	D238-5	As the second largest city in San Diego County , Chula Vista has quickly become a destination popular to many tourists.		San Diego County	San Diego County
Q240	what did isaac newton do	D240	Isaac Newton	D240-0	Sir Isaac Newton (25 December 164220 March 1727) was an English physicist and mathematician who is widely regarded as one of the most influential scientists of all time and as a key figure in the scientific revolution .		physicist and mathematician	Sir Isaac Newton (25 December 164220 March 1727) was an English physicist and mathematician
Q241	what does the universal law of gravitation state	D241	Newton's law of universal gravitation	D241-2	Newton's law of universal gravitation states that every point mass in the universe attracts every other point mass with a force that is directly proportional to the product of their masses and inversely proportional to the square of the distance between them.		every point mass in the universe attracts every other point mass with a force that is directly proportional to the product of their masses and inversely proportional to the square of the distance between them	that every point mass in the universe attracts every other point mass with a force that is directly proportional to the product of their masses and inversely proportional to the square of the distance between them
Q242	how does a dim sum restaurant work	D242	Dim sum	D242-0	Dim sum () refers to a style of Cantonese food prepared as small bite-sized or individual portions of food traditionally served in small steamer baskets or on small plates.		a style of Cantonese food prepared as small bite-sized or individual portions of food traditionally served in small steamer baskets or on small plates	served in small steamer baskets or on small plates
Q242	how does a dim sum restaurant work	D242	Dim sum	D242-1	Dim sum is also well known for the unique way it is served in some restaurants, wherein fully cooked and ready-to-serve dim sum dishes are carted around the restaurant for customers to choose their orders while seated at their tables.		fully cooked and ready-to-serve dim sum dishes are carted around the restaurant for customers to choose their orders while seated at their tables	fully cooked and ready-to-serve dim sum dishes are carted around the restaurant for customers to choose their orders while seated at their tables
Q242	how does a dim sum restaurant work	D242	Dim sum	D242-2	Eating dim sum at a restaurant is usually known in Cantonese as going to "drink tea" ( yum cha , 飲茶), as tea is typically served with dim sum.		Eating dim sum at a restaurant is usually known in Cantonese as going to "drink tea" ( yum cha , 飲茶), as tea is typically served with dim sum	NO_ANS
Q244	how many US soldiers killed in Iraq war	D244	Casualties of the Iraq War	D244-6	A total of 4,486 U.S. soldiers were killed in Iraq between 2003 and 2012.		4,486	4,486 U.S. soldiers were killed in Iraq between 2003 and 2012
Q253	how many planets is jupiter away from the sun?	D253	Jupiter	D253-0	Jupiter is the fifth planet from the Sun and the largest planet in the Solar System .		fifth planet	fifth planet
Q254	what city was the convention when gerald ford was nominated	D254	1976 Republican National Convention	D254-1	Held in Kemper Arena in Kansas City , Missouri , the convention nominated President Gerald Ford for a full term, but only after narrowly defeating a strong challenge from former California Governor Ronald Reagan .		Kansas City	Kansas City , Missouri
Q255	how many professional hockey teams in canada	D255	National Hockey League	D255-4	It started with four teams and, through a series of expansions, contractions, and relocations, the league is now composed of 30 active franchises.		NO_ANS	NO_ANS
Q261	what county is northville mi	D261	Northville, Michigan	D261-0	Northville is an affluent city located in and divided by Oakland and Wayne counties in the U.S. state of Michigan .		Oakland and Wayne counties	Oakland and Wayne counties
Q261	what county is northville mi	D261	Northville, Michigan	D261-3	Most of the city is in Oakland County, and is surrounded by the city of Novi .		Oakland County	Most of the city is in Oakland County
Q267	how many games did brett favre start in a row	D212	Brett Favre	D212-9	He has led teams to eight division championships ( 1995 , 1996 , 1997 , 2002 , 2003 , 2004 , 2007 , 2009 ), five NFC Championship Games ( 1995 , 1996 , 1997 , 2007 , 2009 ), and two Super Bowl appearances ( Super Bowl XXXI , Super Bowl XXXII ), winning one (Super Bowl XXXI).		NO_ANS	NO_ANS
